,LA_DEFENSE,CHAMPIGNY-SUR-MARNE,Avenue_des_Champs_Elysées,EVRY,GENNEVILLIERS,GONESSE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS_7ème,PARIS_12ème,PARIS_13ème,PARIS_18ème,Zone_rurale_Sud-Est_-_Forêt_de_Fontainebleau,Zone_rurale_Sud-Ouest_-_Forêt_de_Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard_Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route_nationale_2_-_PANTIN,Route_Nationale_6_-_MELUN,PARIS_1er_Les_Halles,Paris_stade_Lenglen,Boulevard_Soult,Place_de_l'Opéra,RN20_Montlhéry,Boulevard_Périphérique_Est,ARGENTEUIL,AUBERVILLIERS,Boulevard_Péripherique_Auteuil,Autoroute_A1_-_Saint-Denis,Place_Victor_Basch,BOBIGNY,Rue_Bonaparte,Quai_des_Célestins,Tour_Eiffel_3ème_étage,OBJECTID
,DEF,CHAMP,ELYS,EVRY,GEN,GON,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,RN6,PA01H,PA15L,SOULT,OPERA,RN20,BP_EST,ARG,AUB,AUT,A1,BASCH,BOB,BONAP,CELES,EIFF3,0
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,1
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,3
2019-10-05 07:00:00Z,3.4,2.2,23.8,4.1,0.4,1,1.4,6.6,4.2,2.4,7.5,1.9,4.2,2.7,2.2,0.2,0.1,1.3,2.8,36.2,1.4,1.4,2.7,15.5,60.5,1,0.5,4.600000,59.700000,209,15.9,8.1,1.8,163.5,185.6,,0.5,21.2,35.5,0.800000,6658
2019-10-05 08:00:00Z,6,3.2,36.1,5.1,1.6,1.6,2.5,5.8,7.9,7.5,5.1,4.2,7.4,4,2.5,0.3,0,3.6,2.9,48.1,2.2,3,5.6,23.4,64.7,3.800000,1.2,11.400000,101.200000,202.3,35.2,10.6,3.4,154.9,190.9,,1.5,50.4,41.7,1.200000,6659
2019-10-05 09:00:00Z,6.3,9.199999999999999,48.5,9.4,2.4,2.6,3.6,8.1,7.3,9.300000000000001,3.7,5.8,7.5,4.9,4.9,0.3,0.1,5,5.4,69,3.4,6.2,6.6,15.1,56.4,4.800000,2.5,27,89.900000,186.7,60.8,13.9,7,143.8,201.3,,2.5,58.5,39,1.800000,6660
2019-10-05 10:00:00Z,8.6,10.3,47.9,8.9,3.7,4.3,5.8,5.2,6,8.4,5.4,8.9,10.6,7.6,7,0.4,0,7.9,6,77.59999999999999,2.9,7.4,8.1,41.5,81.09999999999999,8.200000,3.1,28.400000,96.200000,154,89.2,12.9,6.2,132.7,188.9,,4.6,44.6,47.5,2.700000,6661
2019-10-05 11:00:00Z,8,11,43.2,6.9,2.8,3.4,4.9,3.5,5.3,6.8,3.8,5.5,7.9,6.8,5.3,0.3,0,5.8,6.6,70.8,2.8,6.7,5.5,40.4,63.1,5.600000,2.5,29.800000,101,150.6,70,12.9,7.2,193.3,203,,4.2,47.2,60.4,2.300000,6662
2019-10-05 12:00:00Z,10.1,8.800000000000001,31.6,6.2,2.6,4.1,4.8,6.4,5.1,3.9,3.9,4.8,7.2,4.9,7.4,0.1,0,4.9,6.8,68.40000000000001,2.8,6.4,4.5,39.1,62.9,6.900000,4,34.400000,113.900000,118.3,78,9.1,7.6,134.9,205.1,,6.2,70.59999999999999,57.8,2.800000,6663
2019-10-05 13:00:00Z,6.7,8,32,5.3,4,5.6,4.3,4.1,4.2,3.3,3.2,5.7,7.5,3.7,8.4,0.1,0,5.2,9.699999999999999,64.5,1.5,7,3.9,38.5,53,4.800000,2,35.600000,89.800000,97.7,66.3,6.6,7.2,134.8,167.9,,5.5,32.8,34.3,1.600000,6664
2019-10-05 14:00:00Z,8.6,6.3,27.1,5.3,2.4,3.7,3.7,6.1,4.9,3.3,2.1,2.8,4.3,3,6.3,0.2,0,3.9,7.5,71.5,1.7,11.6,3.4,29,80.59999999999999,2.900000,1.4,18.800000,96.900000,123.1,43.6,6.7,3.7,132.9,152,,9.199999999999999,80.09999999999999,46.8,1.800000,6665
2019-10-05 15:00:00Z,14.4,4.6,37,5.1,2,2.2,4.4,6.8,3.6,2.6,1.7,4.5,6.1,2.2,4.8,0.1,0,3.2,6.5,75.5,1.6,4.6,4.3,28.4,70.2,3.300000,1.6,8.200000,91,122.1,11.3,4.1,2.3,96.8,153.8,,2.7,90.90000000000001,37.1,1.100000,6666
2019-10-05 16:00:00Z,7.7,4,37.5,6.6,1.9,1.5,3.1,10.1,3.4,2.5,1.4,2.8,6.4,2.3,6,0.1,0,2.8,4.6,64.59999999999999,1.5,5.7,4.7,24.4,56.7,1.900000,1,15.700000,75.700000,145.4,15.8,6.5,2,126.4,155,,2.4,38.8,96.09999999999999,1.700000,6667
2019-10-05 17:00:00Z,3.9,5.5,34.1,4.3,0.7,1.1,4.3,9.4,2.5,3.8,1.2,7.8,4.6,2,2.9,0.1,0,3,4.2,108.5,1.5,5.3,4.3,24.2,62.8,2.700000,0.8,12.700000,93.300000,224.7,46.9,7.4,2.4,156.4,151.7,,1.4,48.4,52,1.700000,6668
2019-10-05 18:00:00Z,4.5,7,47.2,4.6,1,1.2,8.6,10.3,5.6,5.8,2.4,10.5,3.7,2,4.7,0,0,3,5.5,176.4,0.7,9,7.1,45.5,99.8,4.100000,0.6,26.300000,129.400000,187.7,20.2,12.7,8.5,208.4,163.3,,2.9,58.4,145.2,0.800000,6669
2019-10-05 19:00:00Z,4.6,11.1,44.6,3.8,1,5.8,1.9,9.1,4.6,3.4,5.9,5.8,3.4,2.7,4.2,0.1,0,4.4,5.2,175.4,1.4,15.8,2.1,36,65.5,1.900000,1,13.900000,160,171.5,20.6,13.5,8.199999999999999,183.7,241.6,,8,44.7,101.7,1,6670
2019-10-05 20:00:00Z,3.6,3.9,39.7,2.9,0.5,4.8,19.1,8.5,3.1,1.6,4.2,4.9,7.2,1.8,3.6,0.1,0,4.6,16.3,98.3,1.1,6.4,1.9,29.4,71.59999999999999,2.900000,0.6,10,118.100000,113,18.8,7.4,7.8,168.6,192.7,,4.5,31,97.40000000000001,1,6671
2019-10-05 21:00:00Z,3.4,6,39.8,1.4,0.8,10.1,7.7,5.1,2.9,2,3.7,7.1,5,3.6,2.8,0,0,5.4,23.6,47.4,0.9,3.7,3.1,25.3,72.5,2.900000,0.7,18.200000,81.400000,109.6,81,8.4,4.6,174.5,179.6,,2.2,40.6,98.40000000000001,1.400000,6672
2019-10-05 22:00:00Z,2.4,7.5,36.3,2,0.4,1.6,5.1,2,1.6,1.8,3.6,6,3.1,4,1.4,0,0,3.7,10.7,42.2,0.6,1.1,1.5,13.5,22.4,1.700000,0.5,19.300000,70.100000,65.7,59.1,3.7,1,138.6,182.5,,2.6,30,59.6,0.500000,6673
2019-10-05 23:00:00Z,2.7,5.1,29.2,2.4,0.4,1.1,1.2,1.6,1.3,1.4,2,2.3,2.9,1.4,1,0,0,1.3,6.6,39.3,0.7,1,1.7,6.9,21.5,1.200000,0.4,4.400000,45.300000,44.1,8.9,1.9,0.2,92.59999999999999,155.4,,0.4,39,20.9,1.200000,6674
